auto_braking,make,model,model joinable,warning,year,MAKE,MODEL,MAK_MOD,BODY_TYP,MOD_YEAR
Not available,Volkswagen,Eos convertible,Volkswagen Eos,Not available,2011,30,51,30051,1,2009
Not available,Volkswagen,Golf 2dr,Volkswagen Golf,Not available,2011,30,42,30042,5,2011
Not available,Volkswagen,Golf 4dr,Volkswagen Golf,Not available,2011,30,42,30042,5,2011
Not available,Volkswagen,GTI 2dr,Volkswagen GTI,Not available,2011,30,42,30042,3,2015
Not available,Volkswagen,GTI 4dr,Volkswagen GTI,Not available,2011,30,42,30042,3,2015
Not available,Volkswagen,Tiguan 4dr,Volkswagen Tiguan,Not available,2011,30,402,30402,14,2009
Not available,Volkswagen,Tiguan 4dr 4WD,Volkswagen Tiguan,Not available,2011,30,402,30402,14,2009
Not available,Volkswagen,Touareg 4dr 4WD,Volkswagen Touareg,Not available,2011,30,421,30421,15,2010
Not available,Volkswagen,Touareg hybrid 4dr 4WD,Volkswagen Touareg,Not available,2011,30,421,30421,15,2010
Not available,Volvo,C30 2dr,Volvo C30,Not available,2011,51,49,51049,3,2010
Not available,Volvo,C70 convertible,Volvo C70,Not available,2011,51,49,51049,3,2008
Not available,Volvo,S40 4dr,Volvo S40,Not available,2011,51,46,51046,4,2000
Standard,Volvo,S60 4dr 4WD,Volvo S60,Optional,2011,51,47,51047,4,2002
Optional,Volvo,S80 4dr,Volvo S80,Optional,2011,51,45,51045,4,2011
Optional,Volvo,S80 4dr 4WD,Volvo S80,Optional,2011,51,45,51045,4,2011
Not available,Volvo,V50 station wagon,Volvo V50,Not available,2011,51,48,51048,6,2005
Standard,Volvo,XC60 4dr,Volvo XC60,Optional,2011,51,50,51050,6,2011
Standard,Volvo,XC60 4dr 4WD,Volvo XC60,Optional,2011,51,50,51050,6,2011
Optional,Volvo,XC70 station wagon,Volvo XC70,Optional,2011,51,43,51043,6,2005
Optional,Volvo,XC70 station wagon 4WD,Volvo XC70,Optional,2011,51,43,51043,6,2005
Not available,Volvo,XC90 4dr,Volvo XC90,Not available,2011,51,401,51401,14,2004
Not available,Volvo,XC90 4dr 4WD,Volvo XC90,Not available,2011,51,401,51401,14,2004
Optional,Acura,MDX 4dr 4WD,Acura MDX,Optional,2012,54,421,54421,15,2004
Optional,Acura,RL 4dr 4WD,Acura RL,Optional,2012,54,36,54036,4,2008
Not available,Acura,TL 4dr,Acura TL,Not available,2012,54,35,54035,4,2008
Not available,Acura,TL 4dr 4WD,Acura TL,Not available,2012,54,35,54035,4,2008
Optional,Acura,ZDX 4dr 4WD,Acura ZDX,Optional,2012,54,40,54040,5,2012
Not available,Audi,A4 4dr,Audi A4,Optional,2012,32,43,32043,4,2012
Not available,Audi,A4 4dr 4WD,Audi A4,Optional,2012,32,43,32043,4,2012
Not available,Audi,A4 station wagon 4WD,Audi A4,Optional,2012,32,43,32043,4,2012
Not available,Audi,A5 2dr 4WD,Audi A5,Optional,2012,32,49,32049,2,2014
Not available,Audi,A5 convertible,Audi A5,Optional,2012,32,49,32049,2,2014
Not available,Audi,A5 convertible 4WD,Audi A5,Optional,2012,32,49,32049,2,2014
Not available,Audi,A6 4dr,Audi A6,Not available,2012,32,42,32042,4,2003
Optional,Audi,A6 4dr 4WD,Audi A6,Optional,2012,32,42,32042,4,2003
Optional,Audi,A7 4dr 4WD,Audi A7,Optional,2012,32,51,32051,4,2013
Optional,Audi,A8 4dr 4WD,Audi A8,Optional,2012,32,44,32044,4,2011
Optional,Audi,A8L 4dr 4WD,Audi A8L,Optional,2012,,,,,
Not available,Audi,Q5 4dr 4WD,Audi Q5,Optional,2012,32,402,32402,14,2012
Not available,Audi,Q7 4dr 4WD,Audi Q7,Optional,2012,32,401,32401,14,2008
Not available,Audi,S4 4dr 4WD,Audi S4,Optional,2012,32,40,32040,1,2006
Not available,Audi,S5 2dr 4WD,Audi S5,Optional,2012,32,52,32052,2,2012
Not available,Audi,S5 convertible 4WD,Audi S5,Optional,2012,32,52,32052,2,2012
Not available,Audi,TT RS 2dr 4WD,Audi TT,Not available,2012,32,45,32045,2,2000
Not available,BMW,128i 2dr,BMW 128i,Not available,2012,,,,,
Not available,BMW,128i convertible,BMW 128i,Not available,2012,,,,,
Not available,BMW,135i 2dr,BMW 135i,Not available,2012,,,,,
Not available,BMW,135i convertible,BMW 135i,Not available,2012,,,,,
Not available,BMW,328i 2dr,BMW 328i,Not available,2012,,,,,
Not available,BMW,328i 4dr,BMW 328i,Not available,2012,,,,,
Not available,BMW,328i convertible,BMW 328i,Not available,2012,,,,,
Not available,BMW,328i station wagon,BMW 328i,Not available,2012,,,,,
Not available,BMW,328xi 2dr 4WD,BMW 328xi,Not available,2012,,,,,
Not available,BMW,328xi station wagon 4WD,BMW 328xi,Not available,2012,,,,,
Not available,BMW,335i 2dr,BMW 335i,Not available,2012,,,,,
Not available,BMW,335i 4dr,BMW 335i,Not available,2012,,,,,
Not available,BMW,335i convertible,BMW 335i,Not available,2012,,,,,
Not available,BMW,335xi 2dr 4WD,BMW 335xi,Not available,2012,,,,,
Not available,BMW,5 series hybrid 4dr,BMW 5,Optional,2012,,,,,
Optional,BMW,528i 4dr,BMW 528i,Optional,2012,,,,,
Optional,BMW,528xi 4dr 4WD,BMW 528xi,Optional,2012,,,,,
Optional,BMW,535i 4dr,BMW 535i,Optional,2012,,,,,
Optional,BMW,535i GT 4dr,BMW 535i,Optional,2012,,,,,
Optional,BMW,535i GT 4dr 4WD,BMW 535i,Optional,2012,,,,,
Optional,BMW,535xi 4dr 4WD,BMW 535xi,Optional,2012,,,,,
Optional,BMW,550i 4dr,BMW 550i,Optional,2012,,,,,
Optional,BMW,550i 4dr 4WD,BMW 550i,Optional,2012,,,,,
Optional,BMW,550i GT 4dr,BMW 550i,Optional,2012,,,,,
Optional,BMW,550i GT 4dr 4WD,BMW 550i,Optional,2012,,,,,
Optional,BMW,640i 2dr,BMW 640i,Optional,2012,,,,,
Optional,BMW,640i convertible,BMW 640i,Optional,2012,,,,,
Optional,BMW,650i 2dr,BMW 650i,Optional,2012,,,,,
Optional,BMW,650i convertible,BMW 650i,Optional,2012,,,,,
Optional,BMW,650xi 2dr 4WD,BMW 650xi,Optional,2012,,,,,
Optional,BMW,650xi convertible 4WD,BMW 650xi,Optional,2012,,,,,
Optional,BMW,740i 4dr,BMW 740i,Optional,2012,,,,,
Optional,BMW,740li 4dr,BMW 740li,Optional,2012,,,,,
Optional,BMW,750 Lxi 4dr 4WD,BMW 750,Optional,2012,34,37,34037,4,2012
Optional,BMW,750i 4dr,BMW 750i,Optional,2012,,,,,
Not available,BMW,750i hybrid 4dr,BMW 750i,Optional,2012,,,,,
Optional,BMW,750li 4dr,BMW 750li,Optional,2012,,,,,
Not available,BMW,750li hybrid 4dr,BMW 750li,Optional,2012,,,,,
Optional,BMW,750xi 4dr 4WD,BMW 750xi,Optional,2012,,,,,
Optional,BMW,760li 4dr,BMW 760li,Optional,2012,,,,,
Not available,BMW,M3 2dr,BMW M3,Not available,2012,34,34,34034,2,1999
Not available,BMW,M3 convertible,BMW M3,Not available,2012,34,34,34034,2,1999
Not available,BMW,M6 convertible,BMW M6,Not available,2012,34,36,34036,2,2007
Not available,BMW,X3 4dr 4WD,BMW X3,Not available,2012,34,402,34402,14,2013
Optional,BMW,X5 4dr 4WD,BMW X5,Optional,2012,34,401,34401,14,2002
Not available,BMW,X5 M 4dr 4WD,BMW X5,Not available,2012,34,401,34401,14,2002
Optional,BMW,X6 4dr 4WD,BMW X6,Optional,2012,34,44,34044,5,2010
Not available,BMW,X6 M 4dr 4WD,BMW X6,Not available,2012,34,44,34044,5,2010
Not available,BMW,Z4 convertible,BMW Z4,Not available,2012,34,42,34042,1,2011
Not available,Buick,Enclave 4dr,Buick Enclave,Not available,2012,18,24,18024,6,2010
Not available,Buick,Enclave 4dr 4WD,Buick Enclave,Not available,2012,18,24,18024,6,2010
Not available,Buick,LaCrosse 4dr,Buick LaCrosse,Not available,2012,18,22,18022,4,2005
Not available,Buick,LaCrosse 4dr 4WD,Buick LaCrosse,Not available,2012,18,22,18022,4,2005
Not available,Cadillac,CTS 2dr,Cadillac CTS,Not available,2012,19,18,19018,4,2010
Not available,Cadillac,CTS 2dr 4WD,Cadillac CTS,Not available,2012,19,18,19018,4,2010
Not available,Cadillac,CTS 4dr,Cadillac CTS,Not available,2012,19,18,19018,4,2010
Not available,Cadillac,CTS 4dr 4WD,Cadillac CTS,Not available,2012,19,18,19018,4,2010
Not available,Cadillac,CTS station wagon,Cadillac CTS,Not available,2012,19,18,19018,4,2010
Not available,Cadillac,CTS station wagon 4WD,Cadillac CTS,Not available,2012,19,18,19018,4,2010
Not available,Cadillac,CTS-V 2dr,Cadillac CTS-V,Not available,2012,19,18,19018,4,2004
Not available,Cadillac,CTS-V 4dr,Cadillac CTS-V,Not available,2012,19,18,19018,4,2004
Not available,Cadillac,CTS-V station wagon,Cadillac CTS-V,Not available,2012,19,18,19018,4,2004
Not available,Cadillac,Escalade 4dr,Cadillac Escalade,Not available,2012,19,421,19421,15,2004
Not available,Cadillac,Escalade 4dr 4WD,Cadillac Escalade,Not available,2012,19,421,19421,15,2004
Not available,Cadillac,Escalade ESV 4dr,Cadillac Escalade,Not available,2012,19,421,19421,15,2004
Not available,Cadillac,Escalade ESV 4dr 4WD,Cadillac Escalade,Not available,2012,19,421,19421,15,2004
Not available,Cadillac,Escalade hybrid 4dr,Cadillac Escalade,Not available,2012,19,421,19421,15,2004
Not available,Cadillac,Escalade hybrid 4dr 4WD,Cadillac Escalade,Not available,2012,19,421,19421,15,2004
Not available,Cadillac,SRX 4dr,Cadillac SRX,Not available,2012,19,20,19020,6,2010
Not available,Cadillac,SRX 4dr 4WD,Cadillac SRX,Not available,2012,19,20,19020,6,2010
Not available,Chevrolet,Equinox 4dr,Chevrolet Equinox,Optional,2012,20,404,20404,14,2006
Not available,Chevrolet,Equinox 4dr 4WD,Chevrolet Equinox,Optional,2012,20,404,20404,14,2006
Not available,Chevrolet,Suburban 1500 4dr,Chevrolet Suburban,Not available,2012,20,422,20422,15,2012
Not available,Chevrolet,Suburban 1500 4dr 4WD,Chevrolet Suburban,Not available,2012,20,422,20422,15,2012
Not available,Chevrolet,Tahoe 4dr,Chevrolet Tahoe,Not available,2012,20,421,20421,15,1997
Not available,Chevrolet,Tahoe 4dr 4WD,Chevrolet Tahoe,Not available,2012,20,421,20421,15,1997
Not available,Chrysler,300 4dr,Chrysler 300,Optional,2012,6,51,6051,4,2006
Not available,Chrysler,300 4dr 4WD,Chrysler 300,Optional,2012,6,51,6051,4,2006
Not available,Chrysler,300 HEMI 4dr,Chrysler 300,Optional,2012,6,51,6051,4,2006
Not available,Chrysler,300 HEMI 4dr 4WD,Chrysler 300,Optional,2012,6,51,6051,4,2006
Not available,Chrysler,Town & Country LWB,Chrysler Town,Not available,2012,,,,,
Not available,Dodge,Charger 4dr,Dodge Charger,Optional,2012,7,24,7024,4,2010
Not available,Dodge,Charger 4dr 4WD,Dodge Charger,Optional,2012,7,24,7024,4,2010
Not available,Dodge,Charger HEMI 4dr,Dodge Charger,Optional,2012,7,24,7024,4,2010
Not available,Dodge,Charger HEMI 4dr 4WD,Dodge Charger,Optional,2012,7,24,7024,4,2010
Not available,Dodge,Durango 4dr,Dodge Durango,Optional,2012,7,402,7402,14,2000
Not available,Dodge,Durango 4dr 4WD,Dodge Durango,Optional,2012,7,402,7402,14,2000
Not available,Dodge,Grand Caravan,Dodge Grand,Not available,2012,,,,,
Not available,Ferrari,458 convertible,Ferrari 458,Not available,2012,,,,,
Not available,Ferrari,458 Italia 2dr,Ferrari 458,Not available,2012,,,,,
Not available,Ferrari,California convertible,Ferrari California,Not available,2012,,,,,
Not available,Ferrari,FF 2dr 4WD,Ferrari FF,Not available,2012,,,,,
Not available,Ford,Edge 4dr,Ford Edge,Optional,2012,12,24,12024,6,2008
Not available,Ford,Edge 4dr 4WD,Ford Edge,Optional,2012,12,24,12024,6,2008
Not available,Ford,Explorer 4dr,Ford Explorer,Optional,2012,12,401,12401,14,2002
Not available,Ford,Explorer 4dr 4WD,Ford Explorer,Optional,2012,12,401,12401,14,2002
Not available,Ford,Fusion 4dr,Ford Fusion,Not available,2012,12,23,12023,4,2009
Not available,Ford,Fusion 4dr 4WD,Ford Fusion,Not available,2012,12,23,12023,4,2009
Not available,Ford,Fusion hybrid 4dr,Ford Fusion,Not available,2012,12,23,12023,4,2009
Not available,Ford,Taurus 4dr,Ford Taurus,Optional,2012,12,17,12017,4,2004
Not available,Ford,Taurus 4dr 4WD,Ford Taurus,Optional,2012,12,17,12017,4,2004
Not available,Ford,Taurus SHO 4dr 4WD,Ford Taurus,Optional,2012,12,17,12017,4,2004
Not available,GMC,Terrain 4dr,GMC Terrain,Optional,2012,23,402,23402,14,2011
Not available,GMC,Terrain 4dr 4WD,GMC Terrain,Optional,2012,23,402,23402,14,2011
Not available,GMC,Yukon 4dr,GMC Yukon,Not available,2012,23,421,23421,15,2002
Not available,GMC,Yukon 4dr 4WD,GMC Yukon,Not available,2012,23,421,23421,15,2002
Not available,GMC,Yukon hybrid 4dr,GMC Yukon,Not available,2012,23,421,23421,15,2002
Not available,GMC,Yukon hybrid 4dr 4WD,GMC Yukon,Not available,2012,23,421,23421,15,2002
Not available,GMC,Yukon XL 1500 4dr,GMC Yukon,Not available,2012,23,421,23421,15,2002
Not available,GMC,Yukon XL 1500 4dr 4WD,GMC Yukon,Not available,2012,23,421,23421,15,2002
Not available,Honda,Odyssey,Honda Odyssey,Not available,2012,37,441,37441,20,2004
Not available,Hyundai,Equus 4dr,Hyundai Equus,Standard,2012,,,,,
Not available,Hyundai,Genesis 4dr,Hyundai Genesis,Not available,2012,55,41,55041,4,2009
Optional,Infiniti,EX35 4dr,Infiniti EX35,Optional,2012,58,40,58040,6,2011
Optional,Infiniti,EX35 4dr 4WD,Infiniti EX35,Optional,2012,58,40,58040,6,2011
Optional,Infiniti,FX35 4dr,Infiniti FX35,Optional,2012,58,39,58039,6,2011
Optional,Infiniti,FX35 4dr 4WD,Infiniti FX35,Optional,2012,58,39,58039,6,2011
Optional,Infiniti,FX50 4dr 4WD,Infiniti FX50,Optional,2012,,,,,
Optional,Infiniti,M35 hybrid 4dr,Infiniti M35,Optional,2012,58,38,58038,4,2006
Optional,Infiniti,M37 4dr,Infiniti M37,Optional,2012,58,38,58038,4,2013
Optional,Infiniti,M37 4dr 4WD,Infiniti M37,Optional,2012,58,38,58038,4,2013
Optional,Infiniti,M56 4dr,Infiniti M56,Optional,2012,,,,,
Optional,Infiniti,M56 4dr 4WD,Infiniti M56,Optional,2012,,,,,
Optional,Infiniti,QX56 4dr,Infiniti QX56,Optional,2012,58,421,58421,15,2011
Optional,Infiniti,QX56 4dr 4WD,Infiniti QX56,Optional,2012,58,421,58421,15,2011
Not available,Jaguar,XF 4dr,Jaguar XF,Optional,2012,39,37,39037,4,2009
Not available,Jaguar,XJ 4dr,Jaguar XJ,Optional,2012,,,,,
Not available,Jaguar,XJ 4dr LWB,Jaguar XJ,Optional,2012,,,,,
Not available,Jaguar,XK 2dr,Jaguar XK,Optional,2012,,,,,
Not available,Jaguar,XK convertible,Jaguar XK,Optional,2012,,,,,
Not available,Jaguar,XKR 2dr,Jaguar XKR,Optional,2012,,,,,
Not available,Jaguar,XKR convertible,Jaguar XKR,Optional,2012,,,,,
Not available,Jeep,Grand Cherokee 4dr,Jeep Grand,Optional,2012,,,,,
Not available,Jeep,Grand Cherokee 4dr 4WD,Jeep Grand,Optional,2012,,,,,
Not available,Land Rover,LR2 4dr 4WD,Land Rover LR2,Not available,2012,62,424,62424,15,2015
Not available,Land Rover,LR4 4dr 4WD,Land Rover LR4,Not available,2012,62,423,62423,15,2012
Not available,Land Rover,Range Rover 4dr 4WD,Land Rover Range,Not available,2012,,,,,
Not available,Land Rover,Range Rover Evoque 2dr 4WD,Land Rover Range,Not available,2012,,,,,
Not available,Land Rover,Range Rover Evoque 4dr 4WD,Land Rover Range,Not available,2012,,,,,
Not available,Land Rover,Range Rover Sport 4dr 4WD,Land Rover Range,Not available,2012,,,,,
Optional,Lexus,CT 200H hybrid 4dr,Lexus CT,Optional,2012,59,38,59038,5,2012
Not available,Lexus,ES 350 4dr,Lexus ES,Not available,2012,59,31,59031,4,1999
Optional,Lexus,GX 460 4dr 4WD,Lexus GX,Optional,2012,59,402,59402,14,2004
Optional,Lexus,HS 250 hybrid 4dr,Lexus HS,Optional,2012,59,37,59037,4,2010
Optional,Lexus,IS 250 convertible,Lexus IS,Optional,2012,59,35,59035,4,2007
Optional,Lexus,IS 350 convertible,Lexus IS,Optional,2012,59,35,59035,4,2007
Optional,Lexus,IS-F 4dr,Lexus IS-F,Optional,2012,,,,,
Optional,Lexus,LS 460 4dr,Lexus LS,Optional,2012,59,32,59032,4,1992
Optional,Lexus,LS 460 4dr 4WD,Lexus LS,Optional,2012,59,32,59032,4,1992
Optional,Lexus,LS 460 L 4dr,Lexus LS,Optional,2012,59,32,59032,4,1992
Optional,Lexus,LS 460 L 4dr 4WD,Lexus LS,Optional,2012,59,32,59032,4,1992
Optional,Lexus,LS 600h hybrid 4dr LWB 4WD,Lexus LS,Optional,2012,59,32,59032,4,1992
Not available,Lexus,RX 350 4dr,Lexus RX,Not available,2012,59,403,59403,14,2008
Not available,Lexus,RX 350 4dr 4WD,Lexus RX,Not available,2012,59,403,59403,14,2008
Not available,Lexus,RX 450h hybrid 4dr,Lexus RX,Not available,2012,59,403,59403,14,2008
Not available,Lexus,RX 450h hybrid 4dr 4WD,Lexus RX,Not available,2012,59,403,59403,14,2008
Not available,Lincoln,MKS 4dr,Lincoln MKS,Optional,2012,13,15,13015,4,2009
Not available,Lincoln,MKS 4dr 4WD,Lincoln MKS,Optional,2012,13,15,13015,4,2009
Not available,Lincoln,MKS Ecoboost 4dr 4WD,Lincoln MKS,Optional,2012,13,15,13015,4,2009
Not available,Lincoln,MKT 4dr,Lincoln MKT,Not available,2012,13,16,13016,9,2013
Not available,Lincoln,MKT 4dr 4WD,Lincoln MKT,Optional,2012,13,16,13016,9,2013
Not available,Lincoln,MKX 4dr,Lincoln MKX,Optional,2012,13,14,13014,6,2011
Not available,Lincoln,MKX 4dr 4WD,Lincoln MKX,Optional,2012,13,14,13014,6,2011
Not available,Lincoln,MKZ 4dr,Lincoln MKZ,Not available,2012,13,13,13013,4,2008
Not available,Lincoln,MKZ 4dr 4WD,Lincoln MKZ,Not available,2012,13,13,13013,4,2008
Not available,Lincoln,MKZ hybrid 4dr,Lincoln MKZ,Not available,2012,13,13,13013,4,2008
Not available,Maserati,Granturismo 2dr,Maserati Granturismo,Not available,2012,69,40,69040,2,2008
Not available,Maserati,Granturismo convertible,Maserati Granturismo,Not available,2012,69,40,69040,2,2008
Not available,Maserati,Quattroporte 4dr,Maserati Quattroporte,Not available,2012,,,,,
Not available,Maybach,57 4dr,Maybach 57,Standard,2012,,,,,
Not available,Maybach,62 4dr,Maybach 62,Standard,2012,,,,,
Not available,Mazda,3 4dr,Mazda 3,Not available,2012,41,51,41051,4,2006
Not available,Mazda,3 Mazdaspeed station wagon 4WD,Mazda 3,Not available,2012,41,51,41051,4,2006
Not available,Mazda,3 station wagon,Mazda 3,Not available,2012,41,51,41051,4,2006
Not available,Mazda,6 4dr,Mazda 6,Not available,2012,41,50,41050,4,2015
Not available,Mazda,CX-7 4dr,Mazda CX-7,Not available,2012,41,53,41053,5,2007
Not available,Mazda,CX-7 4dr 4WD,Mazda CX-7,Not available,2012,41,53,41053,5,2007
Not available,Mazda,CX-9 4dr,Mazda CX-9,Not available,2012,41,54,41054,6,2009
Not available,Mazda,CX-9 4dr 4WD,Mazda CX-9,Not available,2012,41,54,41054,6,2009
Not available,Mercedes-Benz,C class 2dr,Mercedes-Benz C,Not available,2012,42,42,42042,4,2004
Not available,Mercedes-Benz,C class 2dr 4WD,Mercedes-Benz C,Not available,2012,42,42,42042,4,2004
Not available,Mercedes-Benz,C class 4dr,Mercedes-Benz C,Not available,2012,42,42,42042,4,2004
Not available,Mercedes-Benz,C class 4dr 4WD,Mercedes-Benz C,Not available,2012,42,42,42042,4,2004
Standard,Mercedes-Benz,CL class 2dr,Mercedes-Benz CL,Standard,2012,42,46,42046,2,2008
Optional,Mercedes-Benz,CL class 2dr 4WD,Mercedes-Benz CL,Optional,2012,42,46,42046,2,2008
Optional,Mercedes-Benz,CLS class 4dr,Mercedes-Benz CLS,Optional,2012,42,51,42051,4,2007
Optional,Mercedes-Benz,CLS class 4dr 4WD,Mercedes-Benz CLS,Optional,2012,42,51,42051,4,2007
Optional,Mercedes-Benz,E class 2dr,Mercedes-Benz E,Optional,2012,42,48,42048,4,2010
Optional,Mercedes-Benz,E class 2dr 4WD,Mercedes-Benz E,Optional,2012,42,48,42048,4,2010
Optional,Mercedes-Benz,E class 4dr,Mercedes-Benz E,Optional,2012,42,48,42048,4,2010
Optional,Mercedes-Benz,E class 4dr 4WD,Mercedes-Benz E,Optional,2012,42,48,42048,4,2010
Optional,Mercedes-Benz,E class convertible,Mercedes-Benz E,Optional,2012,42,48,42048,4,2010
Optional,Mercedes-Benz,E class station wagon,Mercedes-Benz E,Optional,2012,42,48,42048,4,2010
Optional,Mercedes-Benz,E class station wagon 4WD,Mercedes-Benz E,Optional,2012,42,48,42048,4,2010
Not available,Mercedes-Benz,GL class 4dr 4WD,Mercedes-Benz GL,Not available,2012,42,421,42421,15,2012
Not available,Mercedes-Benz,GLK class 4dr,Mercedes-Benz GLK,Not available,2012,42,403,42403,14,2014
Not available,Mercedes-Benz,GLK class 4dr 4WD,Mercedes-Benz GLK,Not available,2012,42,403,42403,14,2014
Not available,Mercedes-Benz,M class 4dr 4WD,Mercedes-Benz M,Optional,2012,,,,,
Not available,Mercedes-Benz,R class 4dr 4WD,Mercedes-Benz R,Not available,2012,42,50,42050,6,2006
Optional,Mercedes-Benz,S class 4dr,Mercedes-Benz S,Optional,2012,42,42,42042,4,2000
Optional,Mercedes-Benz,S class 4dr 4WD,Mercedes-Benz S,Optional,2012,42,42,42042,4,2000
Optional,Mercedes-Benz,S class hybrid 4dr,Mercedes-Benz S,Optional,2012,42,42,42042,4,2000
Not available,Mercedes-Benz,SL class convertible,Mercedes-Benz SL,Optional,2012,42,44,42044,1,2013
Not available,Mercedes-Benz,SLK class convertible,Mercedes-Benz SLK,Not available,2012,42,45,42045,1,2000
Not available,Mercedes-Benz,SLS class 2dr,Mercedes-Benz SLS,Not available,2012,,,,,
Not available,Mercedes-Benz,SLS class convertible,Mercedes-Benz SLS,Not available,2012,,,,,
Not available,Mini,Cooper 2dr,Mini Cooper,Not available,2012,69,54,69054,3,2006
Not available,Mini,Cooper Clubman 2dr,Mini Cooper,Not available,2012,69,54,69054,3,2006
Not available,Mini,Cooper convertible,Mini Cooper,Not available,2012,69,54,69054,3,2006
Not available,Mini,Cooper Coupe 2dr,Mini Cooper,Not available,2012,69,54,69054,3,2006
Not available,Mini,Cooper Roadster convertible,Mini Cooper,Not available,2012,69,54,69054,3,2006
Not available,Mini,Countryman station wagon,Mini Countryman,Not available,2012,,,,,
Not available,Mini,Countryman station wagon 4WD,Mini Countryman,Not available,2012,,,,,
Not available,Nissan,Quest,Nissan Quest,Not available,2012,35,443,35443,20,2007
Not available,Porsche,911 Cabriolet convertible,Porsche 911,Not available,2012,45,31,45031,2,1998
Not available,Porsche,911 Carrera 2dr,Porsche 911,Not available,2012,45,31,45031,2,1998
Not available,Porsche,911 Carrera convertible,Porsche 911,Not available,2012,45,31,45031,2,1998
Not available,Porsche,911 Coupe,Porsche 911,Not available,2012,45,31,45031,2,1998
Not available,Porsche,911 Targa 2dr 4WD,Porsche 911,Not available,2012,45,31,45031,2,1998
Not available,Porsche,911 Turbo 2dr 4WD,Porsche 911,Not available,2012,45,31,45031,2,1998
Not available,Porsche,911 Turbo convertible 4WD,Porsche 911,Not available,2012,45,31,45031,2,1998
Not available,Porsche,Boxster convertible,Porsche Boxster,Not available,2012,45,40,45040,1,2006
